subject,lab,model,nll
CSP029,angelakilab,long_evidence,0.30004025627448483
CSP029,angelakilab,long_history,0.30015114482651667
CSP029,angelakilab,outcome_history,0.3070989228783796
DY_006,danlab,combined_evidence,0.5513763166902246
DY_006,danlab,combined_history,0.556047235034806
DY_006,danlab,evidence_history,0.5538001181388477
DY_006,danlab,learning_evidence,0.5626418231686747
DY_006,danlab,learning_history,0.5699418012562751
DY_006,danlab,long_evidence,0.5519322503493428
DY_006,danlab,long_history,0.5572584435279628
DY_006,danlab,outcome_history,0.560707564007219
DY_009,danlab,combined_evidence,0.29228337009248306
DY_009,danlab,combined_history,0.294459694281818
DY_009,danlab,evidence_history,0.3315644948187342
DY_009,danlab,learning_evidence,0.3236259696140938
DY_009,danlab,learning_history,0.32859484142523115
DY_009,danlab,long_evidence,0.29330864999851125
DY_009,danlab,long_history,0.2959118606353412
DY_009,danlab,outcome_history,0.3364769975612117
DY_010,danlab,combined_evidence,0.2586531176037741
DY_010,danlab,combined_history,0.2579483949513635
DY_010,danlab,evidence_history,0.29434094246600045
DY_010,danlab,learning_evidence,0.2835820765858167
DY_010,danlab,learning_history,0.28305923814461975
DY_010,danlab,long_evidence,0.259380765697473
DY_010,danlab,long_history,0.25873542827693136
DY_010,danlab,outcome_history,0.2936876905123384
DY_011,danlab,combined_evidence,0.31274018604783577
DY_011,danlab,combined_history,0.3133685030065707
DY_011,danlab,evidence_history,0.3409252030018314
DY_011,danlab,learning_evidence,0.33410961375968334
DY_011,danlab,learning_history,0.33607198450774634
DY_011,danlab,long_evidence,0.3136124314571779
DY_011,danlab,long_history,0.3144808165718925
DY_011,danlab,outcome_history,0.3425038959743917
FMR009,angelakilab,combined_evidence,0.42561335610012535
FMR009,angelakilab,combined_history,0.42689800512478526
FMR009,angelakilab,evidence_history,0.4191346001226638
FMR009,angelakilab,learning_evidence,0.4214194880069115
FMR009,angelakilab,learning_history,0.42397331061592086
FMR009,angelakilab,long_evidence,0.42531693417866284
FMR009,angelakilab,long_history,0.42665733236133935
FMR009,angelakilab,outcome_history,0.42127735832449814
FMR010,angelakilab,combined_evidence,0.45686325528642413
FMR010,angelakilab,combined_history,0.4551029364958453
FMR010,angelakilab,evidence_history,0.45928857517922433
FMR010,angelakilab,learning_evidence,0.4559382686598361
FMR010,angelakilab,learning_history,0.4508840676131959
FMR010,angelakilab,long_evidence,0.45690997157243735
FMR010,angelakilab,long_history,0.45492312041310323
FMR010,angelakilab,outcome_history,0.45450300906127494
FMR011,angelakilab,combined_evidence,0.4805857897558051
FMR011,angelakilab,combined_history,0.4817971373101421
FMR011,angelakilab,evidence_history,0.49200275191858395
FMR011,angelakilab,learning_evidence,0.5066306962277646
FMR011,angelakilab,learning_history,0.5087950072395049
FMR011,angelakilab,long_evidence,0.4816861523477527
FMR011,angelakilab,long_history,0.483274737670668
FMR011,angelakilab,outcome_history,0.4931707005618712
FMR014,angelakilab,combined_evidence,0.3946033454736097
FMR014,angelakilab,combined_history,0.39333557839810385
FMR014,angelakilab,evidence_history,0.4084753250119613
FMR014,angelakilab,learning_evidence,0.40968103387572136
FMR014,angelakilab,learning_history,0.40750797682282364
FMR014,angelakilab,long_evidence,0.39526995973466234
FMR014,angelakilab,long_history,0.3938877233033914
FMR014,angelakilab,outcome_history,0.4062758260238697
FMR019,angelakilab,combined_evidence,0.384126997426128
FMR019,angelakilab,combined_history,0.3831679733574093
FMR019,angelakilab,evidence_history,0.38384844457273554
FMR019,angelakilab,learning_evidence,0.3844187831543131
