subject,lab,model,nll
NYU-06,angelakilab,evidence_history,0.3311261639982075
NYU-06,angelakilab,learning_evidence,0.33333452648162604
NYU-06,angelakilab,learning_history,0.33496155467494887
NYU-06,angelakilab,long_evidence,0.32667581205480634
NYU-06,angelakilab,long_history,0.327979827011127
NYU-06,angelakilab,outcome_history,0.3327123195437715
NYU-09,angelakilab,combined_evidence,0.2782862114041603
NYU-09,angelakilab,combined_history,0.2775185318333532
NYU-09,angelakilab,evidence_history,0.28696358243660963
NYU-09,angelakilab,learning_evidence,0.282715813603173
NYU-09,angelakilab,learning_history,0.2804487257747982
NYU-09,angelakilab,long_evidence,0.2782752841280049
NYU-09,angelakilab,long_history,0.2774213376931827
NYU-09,angelakilab,outcome_history,0.28461428019249113
NYU-12,angelakilab,combined_evidence,0.4411541779759395
NYU-12,angelakilab,combined_history,0.44198360506666723
NYU-12,angelakilab,evidence_history,0.44031617137029555
NYU-12,angelakilab,learning_evidence,0.4477077856880397
NYU-12,angelakilab,learning_history,0.44880113351478523
NYU-12,angelakilab,long_evidence,0.4413819452204976
NYU-12,angelakilab,long_history,0.4423720118925209
NYU-12,angelakilab,outcome_history,0.44079754824219824
NYU-14,angelakilab,combined_evidence,0.37423118828004426
NYU-14,angelakilab,combined_history,0.37344048146132763
NYU-14,angelakilab,evidence_history,0.3927186884016662
NYU-14,angelakilab,learning_evidence,0.3861359881123658
NYU-14,angelakilab,learning_history,0.38570938681666184
NYU-14,angelakilab,long_evidence,0.3736257406851737
NYU-14,angelakilab,long_history,0.372575971225989
NYU-14,angelakilab,outcome_history,0.39229318056254514
NYU-28,angelakilab,combined_evidence,0.35257081909171933
NYU-28,angelakilab,combined_history,0.3528921102498494
NYU-28,angelakilab,evidence_history,0.3794083362611417
NYU-28,angelakilab,learning_evidence,0.3894471532333739
NYU-28,angelakilab,learning_history,0.3910725613557154
NYU-28,angelakilab,long_evidence,0.3531985706446662
NYU-28,angelakilab,long_history,0.35382402915809763
NYU-28,angelakilab,outcome_history,0.38059538862060915
NYU-32,angelakilab,combined_evidence,0.4391605378999918
NYU-32,angelakilab,combined_history,0.43986979100306445
NYU-32,angelakilab,evidence_history,0.45456697218626174
NYU-32,angelakilab,learning_evidence,0.46599605085469364
NYU-32,angelakilab,learning_history,0.46809339847836895
NYU-32,angelakilab,long_evidence,0.43957684073385395
NYU-32,angelakilab,long_history,0.4404818078165437
NYU-32,angelakilab,outcome_history,0.45587751274144617
NYU-38,angelakilab,combined_evidence,0.40696314459480043
NYU-38,angelakilab,combined_history,0.40678512113504117
NYU-38,angelakilab,evidence_history,0.4365795372422108
NYU-38,angelakilab,learning_evidence,0.4430620210010532
NYU-38,angelakilab,learning_history,0.4444468968685805
NYU-38,angelakilab,long_evidence,0.4063946055118629
NYU-38,angelakilab,long_history,0.40618285312207375
NYU-38,angelakilab,outcome_history,0.43755927366314745
NYU-41,angelakilab,combined_evidence,0.33351984451464384
NYU-41,angelakilab,combined_history,0.3336639378115903
NYU-41,angelakilab,evidence_history,0.3284049969041113
NYU-41,angelakilab,learning_evidence,0.3277138141400139
NYU-41,angelakilab,learning_history,0.32758798298064307
NYU-41,angelakilab,long_evidence,0.33350444211445385
NYU-41,angelakilab,long_history,0.3336650032464847
NYU-41,angelakilab,outcome_history,0.3279612565174268
NYU-43,angelakilab,combined_evidence,0.3480244907294269
NYU-43,angelakilab,combined_history,0.3499976070314943
NYU-43,angelakilab,evidence_history,0.37615984611225517
NYU-43,angelakilab,learning_evidence,0.371496195953661
NYU-43,angelakilab,learning_history,0.37608645652396716
NYU-43,angelakilab,long_evidence,0.348559053244559
NYU-43,angelakilab,long_history,0.350823216258443
NYU-43,angelakilab,outcome_history,0.3804522823101853
NYU-44,angelakilab,combined_evidence,0.4296071268485025
NYU-44,angelakilab,combined_history,0.4288737600132576
NYU-44,angelakilab,evidence_history,0.4673743131788977
NYU-44,angelakilab,learning_evidence,0.4720607828552116
NYU-44,angelakilab,learning_history,0.4742200473350682
NYU-44,angelakilab,long_evidence,0.431652112053377
NYU-44,angelakilab,long_history,0.4313704914231919
NYU-44,angelakilab,outcome_history,0.4705483408200555
NYU-56,angelakilab,combined_evidence,0.3033601562222094
NYU-56,angelakilab,combined_history,0.30337980125108127
NYU-56,angelakilab,evidence_history,0.3246927467788786
NYU-56,angelakilab,learning_evidence,0.3195626115946683
NYU-56,angelakilab,learning_history,0.31998208372413683
NYU-56,angelakilab,long_evidence,0.3038183083233153
NYU-56,angelakilab,long_history,0.3039996097095904
NYU-56,angelakilab,outcome_history,0.3249257320707137
SH002,angelakilab,combined_evidence,0.41751461161271036
SH002,angelakilab,combined_history,0.4180612680989359
SH002,angelakilab,evidence_history,0.476411413444199
SH002,angelakilab,learning_evidence,0.4792869110861464
SH002,angelakilab,learning_history,0.4839024740307567
SH002,angelakilab,long_evidence,0.41906648124383133
SH002,angelakilab,long_history,0.42016675064816666
SH002,angelakilab,outcome_history,0.4805795986127625
SH008,angelakilab,combined_evidence,0.39415197799340246
SH008,angelakilab,combined_history,0.39214172148969756
SH008,angelakilab,evidence_history,0.41456061477839107
SH008,angelakilab,learning_evidence,0.4092890124528259
SH008,angelakilab,learning_history,0.40608941203064447
SH008,angelakilab,long_evidence,0.3939470501206375
SH008,angelakilab,long_history,0.3917308797575679
SH008,angelakilab,outcome_history,0.411587673645112
SH011,angelakilab,combined_evidence,0.2961504497881868
SH011,angelakilab,combined_history,0.2966194486733583
SH011,angelakilab,evidence_history,0.3276066459519345
SH011,angelakilab,learning_evidence,0.3303795266523398
SH011,angelakilab,learning_history,0.3323122576792775
SH011,angelakilab,long_evidence,0.29689432655486436
SH011,angelakilab,long_history,0.29764676030908477
SH011,angelakilab,outcome_history,0.32958317890177624
SH020,angelakilab,combined_evidence,0.316494168965095
SH020,angelakilab,combined_history,0.3160001318130491
SH020,angelakilab,evidence_history,0.32560796956579097
SH020,angelakilab,learning_evidence,0.32226459011151903
SH020,angelakilab,learning_history,0.3216007761266474
SH020,angelakilab,long_evidence,0.3171756606183934
SH020,angelakilab,long_history,0.3168428206168957
SH020,angelakilab,outcome_history,0.3243725783799049
SH023,angelakilab,combined_evidence,0.27431930147300543
SH023,angelakilab,combined_history,0.27366752017160545
SH023,angelakilab,evidence_history,0.2862573676939499
SH023,angelakilab,learning_evidence,0.2824510375174454
SH023,angelakilab,learning_history,0.28145516016638666
SH023,angelakilab,long_evidence,0.27472250634188433
SH023,angelakilab,long_history,0.2742301798104477
SH023,angelakilab,outcome_history,0.28464782546459483
SWC_001,hoferlab,combined_evidence,0.4657614498299975
SWC_001,hoferlab,combined_history,0.4651087477184879
SWC_001,hoferlab,evidence_history,0.4725946863463888
SWC_001,hoferlab,learning_evidence,0.47110450798436193
SWC_001,hoferlab,learning_history,0.46971989690537475
SWC_001,hoferlab,long_evidence,0.46676318714059667
SWC_001,hoferlab,long_history,0.46617281610329653
SWC_001,hoferlab,outcome_history,0.4709550092924672
SWC_013,hoferlab,combined_evidence,0.2936356517478235
SWC_013,hoferlab,combined_history,0.29442278979180087
SWC_013,hoferlab,evidence_history,0.3142784155644329
SWC_013,hoferlab,learning_evidence,0.3088884659616866
SWC_013,hoferlab,learning_history,0.3107089221940023
SWC_013,hoferlab,long_evidence,0.29350268107326405
SWC_013,hoferlab,long_history,0.2943692030431595
SWC_013,hoferlab,outcome_history,0.3160874049598723
SWC_018,mrsicflogellab,combined_evidence,0.5041921153578472
SWC_018,mrsicflogellab,combined_history,0.5058202187027168
SWC_018,mrsicflogellab,evidence_history,0.5422637865395208
SWC_018,mrsicflogellab,learning_evidence,0.5309110485859664
SWC_018,mrsicflogellab,learning_history,0.5360266592557059
SWC_018,mrsicflogellab,long_evidence,0.501056192190035
SWC_018,mrsicflogellab,long_history,0.5024284261694232
SWC_018,mrsicflogellab,outcome_history,0.5471109509786428
SWC_NM_057,hoferlab,combined_evidence,0.7012516499591602
SWC_NM_057,hoferlab,combined_history,0.6998955383917812
SWC_NM_057,hoferlab,evidence_history,0.7142607474544844
SWC_NM_057,hoferlab,learning_evidence,0.6998962486983444
SWC_NM_057,hoferlab,learning_history,0.6970836019810132
SWC_NM_057,hoferlab,long_evidence,0.6982298865824449
SWC_NM_057,hoferlab,long_history,0.6963780317201056
SWC_NM_057,hoferlab,outcome_history,0.7116017135375824
SWC_NM_058,hoferlab,combined_evidence,0.49741349864980405
SWC_NM_058,hoferlab,combined_history,0.4980592659458967
SWC_NM_058,hoferlab,evidence_history,0.5429918778113558
SWC_NM_058,hoferlab,learning_evidence,0.5308820375600711
SWC_NM_058,hoferlab,learning_history,0.5329083079808672
SWC_NM_058,hoferlab,long_evidence,0.4957389512014572
SWC_NM_058,hoferlab,long_history,0.49626361792873613
SWC_NM_058,hoferlab,outcome_history,0.5448240413921259
SWC_NM_071,hoferlab,combined_evidence,0.4836556711692179
SWC_NM_071,hoferlab,combined_history,0.48411617729103473
SWC_NM_071,hoferlab,evidence_history,0.5105310064564108
SWC_NM_071,hoferlab,learning_evidence,0.49355041569531605
SWC_NM_071,hoferlab,learning_history,0.4956293329198693
SWC_NM_071,hoferlab,long_evidence,0.4796169972134891
SWC_NM_071,hoferlab,long_history,0.4797828058884316
SWC_NM_071,hoferlab,outcome_history,0.5128223974365871
SWC_NM_072,hoferlab,combined_evidence,0.5889005266230046
SWC_NM_072,hoferlab,combined_history,0.5893157931023366
SWC_NM_072,hoferlab,evidence_history,0.6074126920144004
SWC_NM_072,hoferlab,learning_evidence,0.5970893584592997
SWC_NM_072,hoferlab,learning_history,0.5969301366836959
SWC_NM_072,hoferlab,long_evidence,0.5859390443660122
SWC_NM_072,hoferlab,long_history,0.5859681801604082
SWC_NM_072,hoferlab,outcome_history,0.6075418916829243
SWC_NM_081,hoferlab,combined_evidence,0.4285212755065344
SWC_NM_081,hoferlab,combined_history,0.42803549639664606
